Comment
"<a href=""https://www.youtube.com/@AdAesthetics22"">https://www.youtube.com/@AdAesthetics22</a>"
"I just remembered watching that vlog where Gaurav said aj peheli baar aa rahi hai, ek din esi darwaje se bidah karna parega, when Rashi came home for the first time.. am I watching them for this long? Wow...... 🫣"
🙏
Don&#39;t know why I cried but having your loved ones in your birthday or celebrations is a blessing don&#39;t want any fancy birthday
Ek disprin pani m dissolve kr k Pola diya kriye rashu ko leg pain m instant arram aa jayega
❤️❤️❤️
Happy birthday to rashu🎉❤️❤️
Thak gaye aur late hogye  toh ending nahi le paaye 🤣🤣
Happy Birthday dear rashu 🎉🎉blessed you little sweetheart
Pihu resembles so much like dadu 😁❤️
Happy birthday rashu❤❤⭐⭐🧿
Bavi hogyi rashu toh ❤️❤️🥺
Hi Gaurav Sir and Ritu maam. I am a huge fan of yours and I still remember when I initially started watching these vlogs... Soon after that Rashi Ritu maam ke pet me thi. I guess around 6 years now and it feels so great to see this child grow into such a beautiful angel❤️
Rashu baby bada hogya 🥺🥺❤️❤️❤️
Makku ki shataniya kabi kam na ho bs theek rhe ye humesha aur ghostu aur makku ka pyaar bna rhe aur hume ye pyaare pyaare vlogs dekhne ko milte rhe❤❤
"<a href=""https://www.youtube.com/watch?v=rdXdUNQQI10&amp;t=5m33s"">5:33</a> pihu&#39;s smile is the best part of this video."
I waiting for your vlogs everyday eagerly♥️
Sir you are the best family man❤
Rashi&#39;s foot marks on dough...?
And I am watching his vlogs since rashi&#39;s birth❤
Happy Birthday to you...Raashii...🎉❤God bless you...many many happy returns of the day...
Happy Birthday rashi ❤ God bless u 🎉 and congratulations both of you 🥳🎁
Pihu ❤
100% gayrav bhaiya soogae honge
After long time ye vedio dheke Maja aah gaya
Looking handsome in beards Sir
Happy Birthday Rashi Beta
My name is also rashi and my birthday is also on 18 may
"hamse  na ho payega bhaiya  universal truth <br>True story <a href=""http://www.youtube.com/results?search_query=%23desh"">#Desh</a> ka dhoni <br>Salute for all u do for  kindness"
My father is to sing this surmayi ankiyo mai when I was young
Bhai sch m Kabir Singh lg rha aaj to Preeti ko suite pehna de vs
"Happy birthday, rashi"
Wishing you a very happy birthday little rashi ❤⭐
Dekhte dekhte rashi humari 5 saal ki ho gayi🥺❤️ really felt emotional 🥺 all the love to her and all of you sir!❤️❤️
"<a href=""https://www.youtube.com/watch?v=rdXdUNQQI10&amp;t=6m39s"">6:39</a> An Engineer is always an Enginner❤❤<br>Love u Gaurav sir ❤ 💓"
"Tons of blessings, love, enthusiasm, happiness to our angel ❤❤ and all family members… stay blessed ❤"
Where is Mau??
"I know you from fit muscle  tv to flying you don&#39;t  blv like vlog karke v kuch hota hain i know you from then dn rushi was BORN i have been following from 6/7 yrs till date pata hee nehi chala russhi itni bari ho geiye like hamare ankho ke samne bade huen i feel sad but q ki fan kaha pa he, sabji ko sabbi abhi jab 5 sal ka hua feel emotional  really doesn&#39;t feel like I&#39;m not with your  family"
Sunny Leone se milne gaye isi liye ending na ho pai😛
Seriously man I am watching from the time when rashi was not born also 😂😂😂😂😂 ! Legend💖
"If her feet is hurting, that means she’s growing (height)<br>I also used to have but I got to know the reason later ;)"
❤❤❤the values and the pure love and support is what&#39;s keeping you so happy and successful ✨️ happy birthday rashuuu... you are a  blessed child....
bich bhul jate ha ki volging channel bhi ha
"It was 2018, i still remember watching ritu&#39;s delivery vlog. Time just flies, rashi is now 5, unbelievable!!!. Happiest Birthday Rasbhari, God bless ❤"
"Kon kon rashi k birth k phle se follow kr rha h gaurav bhai ko, unke fitnss channel se."
"Happy birthday rashuu ❤️❤️ <br>Wish you a happy long life on this beautiful moment 😍😍<br><a href=""http://www.youtube.com/results?search_query=%23hum"">#Hum</a> sb log Pooja krte samay Aarti sun na chahte hai aapse# <br>Bde din ho gye😍❤️❤️<br>Jai shree ram"
"<a href=""https://www.youtube.com/watch?v=rdXdUNQQI10&amp;t=7m47s"">7:47</a> 😂😂"
I just realised that celebrating your daughter&#39;s birthday and the same time making a video for us is a bit tricky.
"Nice<a href=""http://www.youtube.com/results?search_query=%23pihukuhumasti"">#pihukuhumasti</a>"
Dont cut beard and moustache plz 🙏🙏🙏
Dont cut beard and moustache plz 🙏🙏🙏
Dont cut beard and moustache plz 🙏🙏🙏
Always Love your vlogs ❤
Happy Birthday Rashi❤❤
Ladai hogye isliye ending ni hui😂😂
Happy Birthday Rashi ❤ Cutie pie 🎂🍩🍫🍕🥘🥰😍😘
Happy birthday Rasbhari god bless you 🎊 🎉🎂
Happy International Tea Day Sir 😇
From Birth of rashi till now Flying Beast❤❤❤❤
Happy Birthday Rasbhree 🎉🎉🎉🎉❤
Ritu mam kee sath jagda hoo gya tha shayad😅😅
I have started watching your vlogs from lockdown till now I love it ❤
Pihu is such a good baby ❤❤
Gaurav bhai again. Manglore tip top runway.
Bhagwan flying beast ko do bateyaa  aur dee😂😂😂😂😂😂😂😂😂
Happy Birthday Rashu<br>May u have many more<br>Happy Birthday 2 U..<br>🎂🎁🎈🎈🎈🎈🎈🎈🎈🎈🎈🎈🎈🎈🎈🎈🎈🎈🎈🎈🎆🎆🎆🎆🎆🎆🎇🎇🎇🎇🎇🎇🎇🎇🎇🎉🎉🎉🎉🎉🎉🎉🎉🎉🎊🎊🎊🎊🎊🎊🎊🎊🎊🎊🎊🎊🎊🎊🎊
Happy Birthday to you 🎂🥳🎂🎉🎉🥳🎉🎂🎉🎂🎉🎉🎉🥳🎉🎂🎂🎉🎉🎉🥳
"Kitne khalihar log hai Desh me.... <a href=""http://www.youtube.com/results?search_query=%23kami"">#Kami</a> Rojgar ki hai ye chutiyapa dekhne k liye 😂"
First of all A very Happy Birthday to Rashuuu.... 💕Good Blessings to bawi Rashi❤ Sir its my humble request to be regular in vlog.... Seeing u after such a long time feels like being apart from my own family.... 😌
Happy birthday❤रशु beta ❤🌹🌹
@flying beast why u all are so cute specially dada and dadi.
"Don&#39;t know whether anyone noticed this or not... FATHER&#39;S RARELY FEATURE IN PHOTOS OF SUCH BEAUTIFUL MEMORIES...<br>And while Rashu was cutting the cake, Gaurav bhai was behind the camera... Some years after, when these photos will be re-watched, the first line would be, Papa ki to photo hi nahi aai... Photo click karne me hi busy ho gye...<br>That&#39;s what being a father means... Being the hidden but strong supporting pillar of a family."
happy to see u back sir
Happy Birthday rashu ❤may God bless you with lots of love and happiness love from North East India
Happy Birthday 🎂💐
Happy Birthday Rashi..
Happy bday rashu🥳❤️
What a lovely family i had tears in my eyes while watching that cake cutting ceremony may god bless ya&#39;ll and keep your family safe from evil eye 🤍🤍
Happy birthday rashi god bless u <br>Pihu is growing too fast<br>Hope to see u guyz soon
I just love how they celebrate birthday in middle class style ❤❤
"Because, you are the flying beast."
Jabh Rashi paida vi nahi hui thi tabh se main apka vlog dekh raha hoon daily owr aj rashi ka 5 year birthday hain iska matlab 5 sal se vi jiyada samai se main iss channel ke sath jura hoon abh toh lagta hain ki hum sabh ak hi parivar hain....❤ Owr han Happy Birthday little princess Rashi...❤🎉🎉❤ Bohot bare ho owr jeevan main bohut ange barro....❤ Prathna karta hoon vagwan se...❤
When&#39;s rahis brother coming 😅😅
❤
Happy Birthday chikloooo🎉❤
"Ok , so in continuity to the above, im watching this channel since rashi was not even a year😅, so revenue I have generated for Flaying Beast😊"
Very humble family 👌👍
Belated happy birthday rashi beta stay blessed.❤🎉
Happy Birthday Rashu❤🎉😊
May God bless you happy birthday gudiya rani❤🎉🎉🥳🎂🎂🙏
Happy birthday Rashi dear🎉🎉❤🎂🎂😘😘😘
Rashee happy birthday
Belated HAPYY BIRTHDAY Kaira Taneja
Happy birthday rashu... <br>Pihu ka hsna... Wow........ 🎉🎉❤❤
I started watching Flying Beast Vlogs since Ritu Bhabhi Goad Bharyayi for Rashi❤️ Can’t believe Rashu is 5 years now🫶 Happy Birthday Rashuuu✨🫶
Happy birthday rashbhari!u are the reason i started wstching your papas vlogs...u are a ray of sunshine!as you n pihu grow we might see less of you as you start getting busy with school n other activties but we will always love u n pihu and the flying beast channel..best wishes and lots of love
Sir looking handsome with this look.
Wish you very happy birthday on Rashberi <br>Tanejagaurav are you Daily a vlogs and A Day of My Our a life a round as vlogs and A Day of In My life a round as vlogs and Travelling to be place to place as vlogs
Abhi mau ha kia in log k pas ??????
Happy birthday rashi (rasbhery) long time no see .changed my name u will not recognize but i have seen u guys alot.
From literally watching her birth vlog to her 5th birthday 🥺❤️ can never forget the quarantine vlogs
Ritu bhabhi se jhagda ho gyaa hoga issiliye ending ni Hui thk se....hai n sir?😂
five years of flying beast... nostalgic
Happy birthday rassu lots of love
Happy birthday Rashi ❤
"I don&#39;t remember the exact day i started watching you, but i remember it was undoubtedly more than 3 years back and i still remember , i used to watch your vlogs while eating and daant parta hai zor ka, but as years went by and i showed my mom and dad your videos, they used to ask me where is rashu&#39;s new video? , your family kind of became a part of our family and this one month , you didn&#39;t upload any video it felt like something was missing. So, happy to see you back again and a matter of fact, my mummy remembered that it was rashi&#39;s birthday yesterday, but i couldn&#39;t get enough time to wish her, really sorry. Belated Happy Birthday rashbhari!.God bless you!"
REASON  &quot;AALAS AARAH THA&quot;
Happy birthday
"gourav bhai please send me link for rashis bday gift, bag, i need for my daughter."
"हमारी यसी को जन्म दिन की हार्दिक शुभकामनाएं 🎂🎂🙌🙌❤️❤️🌷🌷🎉🎉 <a href=""https://www.youtube.com/watch?v=rdXdUNQQI10&amp;t=11m13s"">11:13</a>"
Sir nagpur aaye Deshpande hall me lekin milna nhi hua mera apse i m ur biggest fan sir..since 2018..aapke wedding ke time se aapko dekhe aa raha tha daily.but vo nagpur me Deshpande hall me aapko real me dekh liya..dream comes true sir..<br>Vo croud manage nhi ho paya nagpur me..but ho sakta tha 1 bouncer piche aake sab ko piche kar deta to waha bhid nhi hoti jyafmda..anyways..u r looking more handsome day by day sir..💞💞
These were the vlogs i was addicted .. but your vlogs are not these kind of anymore.. miss your vlogs before 2021..
"Where is Mau , I haven&#39;t been watching vlogs lately 😭😭"
Happy birthday Rashi❤🎉🎉🎉... Gbu beta
Pihu ke gift ko link dona
Following you since rashi was 1year old
Happy birthday Rashi beta god bless u bache
कौन कौन मानता है की मां दुनिया की सबसे बड़ी योद्धा हैं !!❤😊🙏🏻<br>Who believes that mother is the biggest warrior of the world. ❤😇🙏🏻
Raashi kitne saal hai
"watching pihu calling it MAU, felts like living in 2020 again. rasshhi vibes!! ditto"
You miss flying ❤
Bas ab agla video aayega 1 mahine baad
Ending wala best tha 😂😂😂😂😂😂..... Everyone in our group was like.. phir ladh liye 😂😂.... Lots of love gaurav paaji and Ritu bhabhi
Dadu dadi ka pyar awesome<br>Happy Birthday Rashi
The way Rashi take care of her little sister ❤<br>I&#39;m pretty sure jab ye dono badi hogi ye dono apni bonding ke liye famous hogi aur tab aapko Rashi &amp; Pihu ke naam se jayada pahachnege❤ Nazar na Lage ❤️btw<br>Happy Birthday Princess 🎉 tumhare 1st birthday se dekh rhe hai and can&#39;t believe ki tum 5 years ki ho gayi 😊
Last mae ladai ho gyi hogi. Gaurav ab ritu sae ladai mat Kiya Karo. Ritu ko tu smja nhi saktae. Vo tu haryana sae hai na.
Pihu bahut pyara or bahut jyada hi sidha baby h🥳.
Live from Azad kashmir.state of Pakistan🇵🇰🇵🇰🇨🇳
Ek help mange the insta pr kitne message kiye aapne koye reply nhi kiya
"Happiest Birthday Chiklu!!! God bless you cutie pie!! 💙 <a href=""http://www.youtube.com/results?search_query=%23flyingbeastjr"">#FlyingBeastJr</a>."
"Refrigetor ki awaj sun ke acha laga ki wo abhi tak thik nahi kia ..happy family ...love you sir..<a href=""http://www.youtube.com/results?search_query=%23desh"">#desh</a> ka dhoni..<a href=""http://www.youtube.com/results?search_query=%23csk"">#csk</a> lover"
🧿🧿🧿❤️❤️❤️
Pihu so cute...!!! Happy birthday beta...!!!
Happy 😊 Birthday 🎂 To You 🍫🥳💐 Choti Sister GBU 🙏🏻🙏🏻🙏🏻
Love you guys a lot ❤ <br>Many many congratulations 🎉
Glad to see after long ❤
😘🤩😍❤🎉
Watching Rashi after ages..badi ho gayi hai
"<a href=""https://www.youtube.com/watch?v=rdXdUNQQI10&amp;t=0m05s"">0:05</a> can&#39;t get over dadu s love towards Rashi ❤"
It seems like we have seen the growth of Rashi . HBd  Cutie
"I remember watching the vlog where gaurav Bhai was flying the drone in the hotel room, then i remember the baby shower, the first birthday, the POP vlog, and so many others! We&#39;ve come a long way!<br>Happy birthday to raspberry"
"I am watching flying beast when rashu was not born.❤❤🎉 Time flies so fast😢, Happy birthday rashu chiklu"
Lockdown mai dekha tha pehli baar rashi ko<br>Cute little doll<br>And she the cutest princess
Love you so much rashu...<br>God bless u betu...❤❤..<br>Lots of love from uttarakhand
Happy birthday Rashi 🎉🎉
Happy Birthday rashi ❤🎉
Happiest birthday rashi 🎉❤
"<a href=""https://www.youtube.com/watch?v=rdXdUNQQI10&amp;t=8m00s"">8:00</a> bolo juba kesari 🤮👹"
Gaurav bhaiya rashi che footprint nahi liye is saal
Can&#39;t believe I have been watching your vlogs since Rasbhari was born.......that was my first vlog ❤ and now she is 5🎉
Rashi bahut jaldi bdi ho gyi<br>Happy Birthday beta
Love you bhai dada ❤️
Where is mauu.... If u can&#39;t keep him with u pls kisi or ko adopt kra do..... I feel really bad for him.... Either ap usko apne kanpur home pr chod diya kro if possible..... He can&#39;t call u to say i miss my family... Humble request 🙏
Kya bolu aapko.. Great ho yaar aap..
❤❤❤❤❤❤❤
Bhai  Vlogs roz chaiye ab
Where is Mau your dog. Have you abandoned him if yes then you are the worst people on this planet
Where is mau🥲🥲
Many more happiest returns of the day dear .🎉💐💐💐🥰
I ❤ your vlogs sir Love from Odisha
Pihu&#39;s laugh ❤❤❤❤🙏🙏🙏🙏☀️☀️☀️☀️
Happy birthday🎉🎉🎉🎉😊😊
Aapki aur mam ki fight Ho gayi shayad
"Happy birthday Rashi,iam watching from 2nd birthday 🎂💐"
kya saas bhau ya log
"After a long time, a wholesome video. lots of love for Rashi."
Mere comment ko bhi heart dijiye sir 👑
ladai ho gyi
hello rashi and pihu very nice video
happy belated birthday rashi
Happy birthday rashhuuu ❤️❤️
Thak gaye the . Soona tha 😂
Thoda grand se mana lete yaar. Call Ritu&#39;s family also. And most importantly rashi&#39;s friends. You both are so busy in some random unwanted stuffs that you aren&#39;t celebrating things that are most important in life. Itne paise kamake kya karoge jab bacchiyon ko bday par acche grand kapde nahi dila sako ???
"Bhai ladies ka badhiya hai, jitni bhi tanning ho foundation lagao and done"
Sir rashi bdi ho rhi h ek trf toh mujhe acha lg rha but ek trh m udaas hu ki jaise jaise vo bdi hogi uski itni pyaari aadte bhut yaad aayengi....
The toy reminded us of mau! Where is he? I can&#39;t even imagine keeping my dog so away from me :( he must be missing u guyz so much😭😭😭😭😭😭
Mau be like : Gadarri kar ba🤣
Sir I observed that you are looking like Rohit Shetty from your face and yours beard
Rashi 5years ki hogai. Bapre 5years hogaya flying beast dekhte dekhte. 😘😘😘😘 lots of love rashbhari 🥰
I just realized I&#39;ve been watching Flying Beast since before Rasbhari was born  🎉🎉 हैप्पी बर्थडे rashu <br>Good luck gourav bro
Bhai vaha payal zone kehe rahi hai ki ritu mam nahi rahe
Rashi k jnam say phla vedeo dekha h<br>K matlab tu vedeo koni daal<br>Jada note kmaleya k
Rashi kah rahi h pihu ko Mamma bol Mamma 😂Apni pic ko
I remember watching Rashis Birth blog and its 5 year now..... ❤..all good washes to you girl❤❤
Missing those dayes with my grandparents 😭😭.
Happy birthday Rashi beta . God bless you Always ❤🎉
HAPPY B&#39;DAY 🎉❤RASHI...LOVEYOU ALL..UNCLE N AUNTY TOO
Happy birthday 🎂❤️🥳💐
Asli maou kider h
jhagda hogaya hoga aur kya :P
i still remember first vlog i watched was of ritu&#39;s godbhrai... almost 5yrs!!! when i was in internship an❤❤and now m mother of 5month old...😮how fast time flies....
Due to circumstances didn&#39;t  follow now i am back and what a timing<br>HAPPY BIRTHDAY RASHI <br>❤😊😊🎉🎉🎉🎉🎉🎉
"We don&#39;t see editing ,we see  emotions💙💕"
Realised watching flying beast since 5 years when rashi was born or before that
"No worries for endings, but we can&#39;t wait for your daily vlogs.."
❤❤
"Former State House Representative Candidate: Stop the Brutality<br><br>Lynn Mey is a former candidate for Delaware House of Representatives.<br><br>Lynn Mey, a former candidate for the Delaware House of Representatives and a businesswoman, often traveled to China on business trips. She said it is hard to imagine the CCP had been covering up such a major crime all along.<br><br>When she heard that a bill to prevent medical insurance from reimbursing such procedures (SB1040) was passed in the Texas Senate and a companion bill (HB2045) was introduced in the House, Mey said other states could do the same. “I think that opens up the opportunity that other states can follow, and the country follows as well, to help provide humanitarian support and stop this atrocity,” she added."
The way rashi&#39;s grandfather pampers her while her legs are paining my father and father in law does the same thing when my children are crying or not well.😊 grandparents are blessing ❤
Happy birthday dear rashi
Ankhow me hawas hai budde ke
This vlog is not edited by Gaurav sir for sure 👍🏻<br>It’s not his editing style 😅
"MashAllah 💕<br>Rashi is 5 now, bawa bacha hogya<br>May Allah bless both your daughters with long healthy life, success, prosperity, happiness, joys and safe them from evil eyes<br>Ameen"
HAPPY BIRTHDAY TO YOU RISHE GOD BLESS YOU🎉🎉🎉🎉😇😇😇😇
Father is cameramen
Main toh heart lene aaya hu😅
Happy birthday dear laa lo🎉🎉🎉
No one should be allowed other than mom to touch girls from thighs please stop this
Happy birthday beta God bless you
Happy Birthday 🥳🥳🥳🥳🥳
Welcome back old days.. ❤️❤️
